ts,dorm,members,power_w
2026-01-21T05:25:00,Apt Solo - Studio,1,171.1
2026-01-21T05:25:00,Parkside - 5E,5,260.0
2026-01-21T05:25:00,Florence Apt - 2B,2,218.8
2026-01-21T05:25:00,McCarthy Way - 4A,4,220.4
2026-01-21T05:25:00,Gateway - 3A,3,227.8
2026-01-21T05:25:00,Bunker Hill - 1A,1,243.7
2026-01-21T05:25:00,Expo House - 2C,2,213.6
2026-01-21T05:30:00,Trojans Hall - 4B,4,228.6
2026-01-21T05:30:00,Cardinal House - 2A,2,218.8
2026-01-21T05:30:00,Heritage Hall - 3C,3,242.1
2026-01-21T05:30:00,Sunset Dorm - 1D,1,222.1
2026-01-21T05:30:00,Village East - 6F,6,319.4
2026-01-21T05:30:00,Apt Solo - Studio,1,129.8
2026-01-21T05:30:00,Parkside - 5E,5,255.4
2026-01-21T05:30:00,Florence Apt - 2B,2,254.8
2026-01-21T05:30:00,McCarthy Way - 4A,4,260.0
2026-01-21T05:30:00,Gateway - 3A,3,233.5
2026-01-21T05:30:00,Bunker Hill - 1A,1,266.6
2026-01-21T05:30:00,Expo House - 2C,2,262.7
2026-01-21T05:35:00,Trojans Hall - 4B,4,243.8
2026-01-21T05:35:00,Cardinal House - 2A,2,229.8
2026-01-21T05:35:00,Heritage Hall - 3C,3,221.6
2026-01-21T05:35:00,Sunset Dorm - 1D,1,251.3
2026-01-21T05:35:00,Village East - 6F,6,273.6
2026-01-21T05:35:00,Apt Solo - Studio,1,165.0
2026-01-21T05:35:00,Parkside - 5E,5,247.8
2026-01-21T05:35:00,Florence Apt - 2B,2,221.2
2026-01-21T05:35:00,McCarthy Way - 4A,4,246.9
2026-01-21T05:35:00,Gateway - 3A,3,233.4
2026-01-21T05:35:00,Bunker Hill - 1A,1,213.4
2026-01-21T05:35:00,Expo House - 2C,2,218.9
2026-01-21T05:40:00,Trojans Hall - 4B,4,257.4
2026-01-21T05:40:00,Cardinal House - 2A,2,233.3
2026-01-21T05:40:00,Heritage Hall - 3C,3,256.8
2026-01-21T05:40:00,Sunset Dorm - 1D,1,247.1
2026-01-21T05:40:00,Village East - 6F,6,270.2
2026-01-21T05:40:00,Apt Solo - Studio,1,146.5
2026-01-21T05:40:00,Parkside - 5E,5,270.0
2026-01-21T05:40:00,Florence Apt - 2B,2,224.6
2026-01-21T05:40:00,McCarthy Way - 4A,4,218.0
2026-01-21T05:40:00,Gateway - 3A,3,270.0
2026-01-21T05:40:00,Bunker Hill - 1A,1,229.5
2026-01-21T05:40:00,Expo House - 2C,2,249.5
2026-01-21T05:45:00,Trojans Hall - 4B,4,236.5
2026-01-21T05:45:00,Cardinal House - 2A,2,269.3
2026-01-21T05:45:00,Heritage Hall - 3C,3,223.6
2026-01-21T05:45:00,Sunset Dorm - 1D,1,211.9
2026-01-21T05:45:00,Village East - 6F,6,309.0
2026-01-21T05:45:00,Apt Solo - Studio,1,167.6
2026-01-21T05:45:00,Parkside - 5E,5,284.1
2026-01-21T05:45:00,Florence Apt - 2B,2,216.6
2026-01-21T05:45:00,McCarthy Way - 4A,4,220.6
2026-01-21T05:45:00,Gateway - 3A,3,238.5
2026-01-21T05:45:00,Bunker Hill - 1A,1,226.7
2026-01-21T05:45:00,Expo House - 2C,2,217.8
2026-01-21T05:50:00,Trojans Hall - 4B,4,218.5
2026-01-21T05:50:00,Cardinal House - 2A,2,212.6
2026-01-21T05:50:00,Heritage Hall - 3C,3,235.7
2026-01-21T05:50:00,Sunset Dorm - 1D,1,218.1
2026-01-21T05:50:00,Village East - 6F,6,271.7
2026-01-21T05:50:00,Apt Solo - Studio,1,131.7
2026-01-21T05:50:00,Parkside - 5E,5,276.2
2026-01-21T05:50:00,Florence Apt - 2B,2,248.8
2026-01-21T05:50:00,McCarthy Way - 4A,4,230.7
2026-01-21T05:50:00,Gateway - 3A,3,258.3
2026-01-21T05:50:00,Bunker Hill - 1A,1,212.7
2026-01-21T05:50:00,Expo House - 2C,2,235.1
2026-01-21T05:55:00,Trojans Hall - 4B,4,266.0
2026-01-21T05:55:00,Cardinal House - 2A,2,213.2
2026-01-21T05:55:00,Heritage Hall - 3C,3,218.9
2026-01-21T05:55:00,Sunset Dorm - 1D,1,238.8
2026-01-21T05:55:00,Village East - 6F,6,291.0
2026-01-21T05:55:00,Apt Solo - Studio,1,130.1
2026-01-21T05:55:00,Parkside - 5E,5,284.4
2026-01-21T05:55:00,Florence Apt - 2B,2,257.5
2026-01-21T05:55:00,McCarthy Way - 4A,4,245.2
2026-01-21T05:55:00,Gateway - 3A,3,235.0
2026-01-21T05:55:00,Bunker Hill - 1A,1,243.4
2026-01-21T05:55:00,Expo House - 2C,2,240.0
2026-01-21T06:00:00,Trojans Hall - 4B,4,364.1
2026-01-21T06:00:00,Cardinal House - 2A,2,349.2
2026-01-21T06:00:00,Heritage Hall - 3C,3,378.9
2026-01-21T06:00:00,Sunset Dorm - 1D,1,361.2
2026-01-21T06:00:00,Village East - 6F,6,434.2
2026-01-21T06:00:00,Apt Solo - Studio,1,239.1
2026-01-21T06:00:00,Parkside - 5E,5,412.7
2026-01-21T06:00:00,Florence Apt - 2B,2,359.9
2026-01-21T06:00:00,McCarthy Way - 4A,4,349.5
2026-01-21T06:00:00,Gateway - 3A,3,362.6
2026-01-21T06:00:00,Bunker Hill - 1A,1,371.4
2026-01-21T06:00:00,Expo House - 2C,2,340.9
2026-01-21T06:05:00,Trojans Hall - 4B,4,383.2
2026-01-21T06:05:00,Cardinal House - 2A,2,354.6
2026-01-21T06:05:00,Heritage Hall - 3C,3,355.1
2026-01-21T06:05:00,Sunset Dorm - 1D,1,361.2
2026-01-21T06:05:00,Village East - 6F,6,465.6
2026-01-21T06:05:00,Apt Solo - Studio,1,214.3
2026-01-21T06:05:00,Parkside - 5E,5,377.0
2026-01-21T06:05:00,Florence Apt - 2B,2,359.3
2026-01-21T06:05:00,McCarthy Way - 4A,4,330.9
2026-01-21T06:05:00,Gateway - 3A,3,356.1
2026-01-21T06:05:00,Bunker Hill - 1A,1,337.7
2026-01-21T06:05:00,Expo House - 2C,2,341.9
2026-01-21T06:10:00,Trojans Hall - 4B,4,351.9
2026-01-21T06:10:00,Cardinal House - 2A,2,383.8
2026-01-21T06:10:00,Heritage Hall - 3C,3,366.7
2026-01-21T06:10:00,Sunset Dorm - 1D,1,346.8
2026-01-21T06:10:00,Village East - 6F,6,458.3
2026-01-21T06:10:00,Apt Solo - Studio,1,234.6
2026-01-21T06:10:00,Parkside - 5E,5,366.1
2026-01-21T06:10:00,Florence Apt - 2B,2,356.4
2026-01-21T06:10:00,McCarthy Way - 4A,4,372.1
2026-01-21T06:10:00,Gateway - 3A,3,378.4
2026-01-21T06:10:00,Bunker Hill - 1A,1,387.9
2026-01-21T06:10:00,Expo House - 2C,2,331.0
2026-01-21T06:15:00,Trojans Hall - 4B,4,360.8
2026-01-21T06:15:00,Cardinal House - 2A,2,352.8
2026-01-21T06:15:00,Heritage Hall - 3C,3,356.7
2026-01-21T06:15:00,Sunset Dorm - 1D,1,379.2
2026-01-21T06:15:00,Village East - 6F,6,446.2
2026-01-21T06:15:00,Apt Solo - Studio,1,236.6
2026-01-21T06:15:00,Parkside - 5E,5,411.5
2026-01-21T06:15:00,Florence Apt - 2B,2,382.1
2026-01-21T06:15:00,McCarthy Way - 4A,4,365.0
2026-01-21T06:15:00,Gateway - 3A,3,361.6
2026-01-21T06:15:00,Bunker Hill - 1A,1,336.1
2026-01-21T06:15:00,Expo House - 2C,2,352.6
2026-01-21T06:20:00,Trojans Hall - 4B,4,341.4
2026-01-21T06:20:00,Cardinal House - 2A,2,376.3
2026-01-21T06:20:00,Heritage Hall - 3C,3,370.3
2026-01-21T06:20:00,Sunset Dorm - 1D,1,338.2
2026-01-21T06:20:00,Village East - 6F,6,454.8
2026-01-21T06:20:00,Apt Solo - Studio,1,256.4
2026-01-21T06:20:00,Parkside - 5E,5,416.9
2026-01-21T06:20:00,Florence Apt - 2B,2,352.6
2026-01-21T06:20:00,McCarthy Way - 4A,4,352.0
2026-01-21T06:20:00,Gateway - 3A,3,361.8
2026-01-21T06:20:00,Bunker Hill - 1A,1,355.1
2026-01-21T06:20:00,Expo House - 2C,2,388.5
2026-01-21T06:25:00,Trojans Hall - 4B,4,381.1
2026-01-21T06:25:00,Cardinal House - 2A,2,383.6
2026-01-21T06:25:00,Heritage Hall - 3C,3,390.0
2026-01-21T06:25:00,Sunset Dorm - 1D,1,336.3
2026-01-21T06:25:00,Village East - 6F,6,476.8
2026-01-21T06:25:00,Apt Solo - Studio,1,225.7
2026-01-21T06:25:00,Parkside - 5E,5,381.7
2026-01-21T06:25:00,Florence Apt - 2B,2,366.1
2026-01-21T06:25:00,McCarthy Way - 4A,4,353.9
2026-01-21T06:25:00,Gateway - 3A,3,342.6
2026-01-21T06:25:00,Bunker Hill - 1A,1,388.5
2026-01-21T06:25:00,Expo House - 2C,2,341.0
2026-01-21T06:30:00,Trojans Hall - 4B,4,335.0
2026-01-21T06:30:00,Cardinal House - 2A,2,353.6
2026-01-21T06:30:00,Heritage Hall - 3C,3,379.5
2026-01-21T06:30:00,Sunset Dorm - 1D,1,378.3
2026-01-21T06:30:00,Village East - 6F,6,447.2
2026-01-21T06:30:00,Apt Solo - Studio,1,228.2
2026-01-21T06:30:00,Parkside - 5E,5,374.4
2026-01-21T06:30:00,Florence Apt - 2B,2,377.9
2026-01-21T06:30:00,McCarthy Way - 4A,4,375.5
2026-01-21T06:30:00,Gateway - 3A,3,343.1
2026-01-21T06:30:00,Bunker Hill - 1A,1,370.1
2026-01-21T06:30:00,Expo House - 2C,2,383.6
2026-01-21T06:35:00,Trojans Hall - 4B,4,351.6
2026-01-21T06:35:00,Cardinal House - 2A,2,343.9
2026-01-21T06:35:00,Heritage Hall - 3C,3,374.7
2026-01-21T06:35:00,Sunset Dorm - 1D,1,367.4
2026-01-21T06:35:00,Village East - 6F,6,443.7
2026-01-21T06:35:00,Apt Solo - Studio,1,204.3
2026-01-21T06:35:00,Parkside - 5E,5,385.4
2026-01-21T06:35:00,Florence Apt - 2B,2,372.3
2026-01-21T06:35:00,McCarthy Way - 4A,4,341.2
2026-01-21T06:35:00,Gateway - 3A,3,358.9
2026-01-21T06:35:00,Bunker Hill - 1A,1,376.2
2026-01-21T06:35:00,Expo House - 2C,2,350.9
2026-01-21T06:40:00,Trojans Hall - 4B,4,337.5
2026-01-21T06:40:00,Cardinal House - 2A,2,370.6
2026-01-21T06:40:00,Heritage Hall - 3C,3,371.1
2026-01-21T06:40:00,Sunset Dorm - 1D,1,366.5
2026-01-21T06:40:00,Village East - 6F,6,474.4
2026-01-21T06:40:00,Apt Solo - Studio,1,226.3
2026-01-21T06:40:00,Parkside - 5E,5,396.6
2026-01-21T06:40:00,Florence Apt - 2B,2,357.1
2026-01-21T06:40:00,McCarthy Way - 4A,4,381.3
2026-01-21T06:40:00,Gateway - 3A,3,349.8
2026-01-21T06:40:00,Bunker Hill - 1A,1,344.5
2026-01-21T06:40:00,Expo House - 2C,2,352.1
2026-01-21T06:45:00,Trojans Hall - 4B,4,379.4
2026-01-21T06:45:00,Cardinal House - 2A,2,374.6
2026-01-21T06:45:00,Heritage Hall - 3C,3,341.2
2026-01-21T06:45:00,Sunset Dorm - 1D,1,379.0
2026-01-21T06:45:00,Village East - 6F,6,479.2
2026-01-21T06:45:00,Apt Solo - Studio,1,224.2
2026-01-21T06:45:00,Parkside - 5E,5,413.4
2026-01-21T06:45:00,Florence Apt - 2B,2,371.6
2026-01-21T06:45:00,McCarthy Way - 4A,4,367.0
2026-01-21T06:45:00,Gateway - 3A,3,343.9
2026-01-21T06:45:00,Bunker Hill - 1A,1,330.1
2026-01-21T06:45:00,Expo House - 2C,2,382.1
2026-01-21T06:50:00,Trojans Hall - 4B,4,349.9
2026-01-21T06:50:00,Cardinal House - 2A,2,379.4
2026-01-21T06:50:00,Heritage Hall - 3C,3,381.3
2026-01-21T06:50:00,Sunset Dorm - 1D,1,381.4
2026-01-21T06:50:00,Village East - 6F,6,464.0
2026-01-21T06:50:00,Apt Solo - Studio,1,247.6
2026-01-21T06:50:00,Parkside - 5E,5,415.2
2026-01-21T06:50:00,Florence Apt - 2B,2,386.5
2026-01-21T06:50:00,McCarthy Way - 4A,4,385.2
2026-01-21T06:50:00,Gateway - 3A,3,382.8
2026-01-21T06:50:00,Bunker Hill - 1A,1,349.3
2026-01-21T06:50:00,Expo House - 2C,2,385.2
2026-01-21T06:55:00,Trojans Hall - 4B,4,335.5
2026-01-21T06:55:00,Cardinal House - 2A,2,341.1
2026-01-21T06:55:00,Heritage Hall - 3C,3,382.0
2026-01-21T06:55:00,Sunset Dorm - 1D,1,362.8
2026-01-21T06:55:00,Village East - 6F,6,477.2
2026-01-21T06:55:00,Apt Solo - Studio,1,223.9
2026-01-21T06:55:00,Parkside - 5E,5,370.0
2026-01-21T06:55:00,Florence Apt - 2B,2,339.0
2026-01-21T06:55:00,McCarthy Way - 4A,4,383.0
2026-01-21T06:55:00,Gateway - 3A,3,378.5
2026-01-21T06:55:00,Bunker Hill - 1A,1,355.7
2026-01-21T06:55:00,Expo House - 2C,2,369.2
2026-01-21T07:00:00,Trojans Hall - 4B,4,332.2
2026-01-21T07:00:00,Cardinal House - 2A,2,386.2
2026-01-21T07:00:00,Heritage Hall - 3C,3,347.0
2026-01-21T07:00:00,Sunset Dorm - 1D,1,342.0
2026-01-21T07:00:00,Village East - 6F,6,449.2
2026-01-21T07:00:00,Apt Solo - Studio,1,232.7
2026-01-21T07:00:00,Parkside - 5E,5,395.3
2026-01-21T07:00:00,Florence Apt - 2B,2,373.1
2026-01-21T07:00:00,McCarthy Way - 4A,4,341.1
2026-01-21T07:00:00,Gateway - 3A,3,377.7
2026-01-21T07:00:00,Bunker Hill - 1A,1,349.5
2026-01-21T07:00:00,Expo House - 2C,2,354.0
2026-01-21T07:05:00,Trojans Hall - 4B,4,383.8
2026-01-21T07:05:00,Cardinal House - 2A,2,374.4
2026-01-21T07:05:00,Heritage Hall - 3C,3,373.7
2026-01-21T07:05:00,Sunset Dorm - 1D,1,377.6
2026-01-21T07:05:00,Village East - 6F,6,445.4
2026-01-21T07:05:00,Apt Solo - Studio,1,224.8
2026-01-21T07:05:00,Parkside - 5E,5,397.4
2026-01-21T07:05:00,Florence Apt - 2B,2,380.9
2026-01-21T07:05:00,McCarthy Way - 4A,4,340.4
2026-01-21T07:05:00,Gateway - 3A,3,372.1
2026-01-21T07:05:00,Bunker Hill - 1A,1,358.5
2026-01-21T07:05:00,Expo House - 2C,2,386.7
2026-01-21T07:10:00,Trojans Hall - 4B,4,372.6
2026-01-21T07:10:00,Cardinal House - 2A,2,385.3
2026-01-21T07:10:00,Heritage Hall - 3C,3,354.8
2026-01-21T07:10:00,Sunset Dorm - 1D,1,357.7
2026-01-21T07:10:00,Village East - 6F,6,435.0
2026-01-21T07:10:00,Apt Solo - Studio,1,216.5
2026-01-21T07:10:00,Parkside - 5E,5,384.8
2026-01-21T07:10:00,Florence Apt - 2B,2,342.8
2026-01-21T07:10:00,McCarthy Way - 4A,4,367.6
2026-01-21T07:10:00,Gateway - 3A,3,364.1
2026-01-21T07:10:00,Bunker Hill - 1A,1,374.2
2026-01-21T07:10:00,Expo House - 2C,2,375.0
2026-01-21T07:15:00,Trojans Hall - 4B,4,388.2
2026-01-21T07:15:00,Cardinal House - 2A,2,361.7
2026-01-21T07:15:00,Heritage Hall - 3C,3,366.9
2026-01-21T07:15:00,Sunset Dorm - 1D,1,361.8
2026-01-21T07:15:00,Village East - 6F,6,448.6
2026-01-21T07:15:00,Apt Solo - Studio,1,224.4
2026-01-21T07:15:00,Parkside - 5E,5,384.6
2026-01-21T07:15:00,Florence Apt - 2B,2,349.9
2026-01-21T07:15:00,McCarthy Way - 4A,4,360.5
2026-01-21T07:15:00,Gateway - 3A,3,356.7
2026-01-21T07:15:00,Bunker Hill - 1A,1,362.8
2026-01-21T07:15:00,Expo House - 2C,2,370.1
2026-01-21T07:20:00,Trojans Hall - 4B,4,389.2
2026-01-21T07:20:00,Cardinal House - 2A,2,365.0
2026-01-21T07:20:00,Heritage Hall - 3C,3,389.5
2026-01-21T07:20:00,Sunset Dorm - 1D,1,349.0
2026-01-21T07:20:00,Village East - 6F,6,456.5
2026-01-21T07:20:00,Apt Solo - Studio,1,238.9
2026-01-21T07:20:00,Parkside - 5E,5,393.1
2026-01-21T07:20:00,Florence Apt - 2B,2,357.6
2026-01-21T07:20:00,McCarthy Way - 4A,4,344.2
2026-01-21T07:20:00,Gateway - 3A,3,388.9
2026-01-21T07:20:00,Bunker Hill - 1A,1,334.5
2026-01-21T07:20:00,Expo House - 2C,2,378.4
2026-01-21T07:25:00,Trojans Hall - 4B,4,358.8
2026-01-21T07:25:00,Cardinal House - 2A,2,350.8
2026-01-21T07:25:00,Heritage Hall - 3C,3,348.4
2026-01-21T07:25:00,Sunset Dorm - 1D,1,386.8
2026-01-21T07:25:00,Village East - 6F,6,440.1
2026-01-21T07:25:00,Apt Solo - Studio,1,238.7
2026-01-21T07:25:00,Parkside - 5E,5,391.0
2026-01-21T07:25:00,Florence Apt - 2B,2,369.7
2026-01-21T07:25:00,McCarthy Way - 4A,4,363.5
2026-01-21T07:25:00,Gateway - 3A,3,361.9
2026-01-21T07:25:00,Bunker Hill - 1A,1,336.3
2026-01-21T07:25:00,Expo House - 2C,2,331.6
2026-01-21T07:30:00,Trojans Hall - 4B,4,369.0
2026-01-21T07:30:00,Cardinal House - 2A,2,330.1
2026-01-21T07:30:00,Heritage Hall - 3C,3,361.1
2026-01-21T07:30:00,Sunset Dorm - 1D,1,346.8
2026-01-21T07:30:00,Village East - 6F,6,464.5
2026-01-21T07:30:00,Apt Solo - Studio,1,223.5
2026-01-21T07:30:00,Parkside - 5E,5,368.9
2026-01-21T07:30:00,Florence Apt - 2B,2,339.5
2026-01-21T07:30:00,McCarthy Way - 4A,4,349.9
2026-01-21T07:30:00,Gateway - 3A,3,368.7
2026-01-21T07:30:00,Bunker Hill - 1A,1,372.3
2026-01-21T07:30:00,Expo House - 2C,2,379.9
2026-01-21T07:35:00,Trojans Hall - 4B,4,387.3
2026-01-21T07:35:00,Cardinal House - 2A,2,363.4
2026-01-21T07:35:00,Heritage Hall - 3C,3,332.8
2026-01-21T07:35:00,Sunset Dorm - 1D,1,369.9
2026-01-21T07:35:00,Village East - 6F,6,441.3
2026-01-21T07:35:00,Apt Solo - Studio,1,240.4
2026-01-21T07:35:00,Parkside - 5E,5,376.5
2026-01-21T07:35:00,Florence Apt - 2B,2,353.8
2026-01-21T07:35:00,McCarthy Way - 4A,4,344.6
2026-01-21T07:35:00,Gateway - 3A,3,370.7
2026-01-21T07:35:00,Bunker Hill - 1A,1,386.8
2026-01-21T07:35:00,Expo House - 2C,2,352.1
2026-01-21T07:40:00,Trojans Hall - 4B,4,360.2
2026-01-21T07:40:00,Cardinal House - 2A,2,368.2
2026-01-21T07:40:00,Heritage Hall - 3C,3,375.8
2026-01-21T07:40:00,Sunset Dorm - 1D,1,351.5
2026-01-21T07:40:00,Village East - 6F,6,436.1
2026-01-21T07:40:00,Apt Solo - Studio,1,243.3
2026-01-21T07:40:00,Parkside - 5E,5,384.6
2026-01-21T07:40:00,Florence Apt - 2B,2,359.8
2026-01-21T07:40:00,McCarthy Way - 4A,4,367.8
2026-01-21T07:40:00,Gateway - 3A,3,363.4
2026-01-21T07:40:00,Bunker Hill - 1A,1,388.4
2026-01-21T07:40:00,Expo House - 2C,2,350.9
2026-01-21T07:45:00,Trojans Hall - 4B,4,342.9
2026-01-21T07:45:00,Cardinal House - 2A,2,354.4
2026-01-21T07:45:00,Heritage Hall - 3C,3,383.9
2026-01-21T07:45:00,Sunset Dorm - 1D,1,381.3
2026-01-21T07:45:00,Village East - 6F,6,423.6
2026-01-21T07:45:00,Apt Solo - Studio,1,214.4
2026-01-21T07:45:00,Parkside - 5E,5,380.2
2026-01-21T07:45:00,Florence Apt - 2B,2,376.8
2026-01-21T07:45:00,McCarthy Way - 4A,4,371.5
2026-01-21T07:45:00,Gateway - 3A,3,339.9
2026-01-21T07:45:00,Bunker Hill - 1A,1,377.4
2026-01-21T07:45:00,Expo House - 2C,2,381.9
2026-01-21T07:50:00,Trojans Hall - 4B,4,378.9
2026-01-21T07:50:00,Cardinal House - 2A,2,350.9
2026-01-21T07:50:00,Heritage Hall - 3C,3,379.1
2026-01-21T07:50:00,Sunset Dorm - 1D,1,345.6
2026-01-21T07:50:00,Village East - 6F,6,475.9
2026-01-21T07:50:00,Apt Solo - Studio,1,212.5
2026-01-21T07:50:00,Parkside - 5E,5,389.6
2026-01-21T07:50:00,Florence Apt - 2B,2,348.3
2026-01-21T07:50:00,McCarthy Way - 4A,4,379.2
2026-01-21T07:50:00,Gateway - 3A,3,375.9
2026-01-21T07:50:00,Bunker Hill - 1A,1,361.9
2026-01-21T07:50:00,Expo House - 2C,2,362.2
2026-01-21T07:55:00,Trojans Hall - 4B,4,347.5
2026-01-21T07:55:00,Cardinal House - 2A,2,365.2
2026-01-21T07:55:00,Heritage Hall - 3C,3,332.8
2026-01-21T07:55:00,Sunset Dorm - 1D,1,373.3
2026-01-21T07:55:00,Village East - 6F,6,477.3
2026-01-21T07:55:00,Apt Solo - Studio,1,231.4
2026-01-21T07:55:00,Parkside - 5E,5,393.8
2026-01-21T07:55:00,Florence Apt - 2B,2,365.1
2026-01-21T07:55:00,McCarthy Way - 4A,4,352.8
2026-01-21T07:55:00,Gateway - 3A,3,385.7
2026-01-21T07:55:00,Bunker Hill - 1A,1,342.8
2026-01-21T07:55:00,Expo House - 2C,2,359.3
2026-01-21T08:00:00,Trojans Hall - 4B,4,371.5
2026-01-21T08:00:00,Cardinal House - 2A,2,374.8
2026-01-21T08:00:00,Heritage Hall - 3C,3,348.4
2026-01-21T08:00:00,Sunset Dorm - 1D,1,337.3
2026-01-21T08:00:00,Village East - 6F,6,461.4
2026-01-21T08:00:00,Apt Solo - Studio,1,211.5
2026-01-21T08:00:00,Parkside - 5E,5,415.5
2026-01-21T08:00:00,Florence Apt - 2B,2,331.2
2026-01-21T08:00:00,McCarthy Way - 4A,4,382.8
2026-01-21T08:00:00,Gateway - 3A,3,378.9
2026-01-21T08:00:00,Bunker Hill - 1A,1,360.4
2026-01-21T08:00:00,Expo House - 2C,2,383.4
2026-01-21T08:05:00,Trojans Hall - 4B,4,376.7
2026-01-21T08:05:00,Cardinal House - 2A,2,370.3
2026-01-21T08:05:00,Heritage Hall - 3C,3,345.6
2026-01-21T08:05:00,Sunset Dorm - 1D,1,335.4
2026-01-21T08:05:00,Village East - 6F,6,427.0
2026-01-21T08:05:00,Apt Solo - Studio,1,209.8
2026-01-21T08:05:00,Parkside - 5E,5,406.5
2026-01-21T08:05:00,Florence Apt - 2B,2,372.1
2026-01-21T08:05:00,McCarthy Way - 4A,4,386.7
2026-01-21T08:05:00,Gateway - 3A,3,353.0
2026-01-21T08:05:00,Bunker Hill - 1A,1,351.8
2026-01-21T08:05:00,Expo House - 2C,2,381.7
2026-01-21T08:10:00,Trojans Hall - 4B,4,377.5
2026-01-21T08:10:00,Cardinal House - 2A,2,388.8
2026-01-21T08:10:00,Heritage Hall - 3C,3,330.6
2026-01-21T08:10:00,Sunset Dorm - 1D,1,387.3
2026-01-21T08:10:00,Village East - 6F,6,444.8
2026-01-21T08:10:00,Apt Solo - Studio,1,251.9
2026-01-21T08:10:00,Parkside - 5E,5,378.5
2026-01-21T08:10:00,Florence Apt - 2B,2,362.5
2026-01-21T08:10:00,McCarthy Way - 4A,4,375.1
2026-01-21T08:10:00,Gateway - 3A,3,373.2
2026-01-21T08:10:00,Bunker Hill - 1A,1,371.7
2026-01-21T08:10:00,Expo House - 2C,2,335.3
2026-01-21T08:15:00,Trojans Hall - 4B,4,384.9
2026-01-21T08:15:00,Cardinal House - 2A,2,333.3
2026-01-21T08:15:00,Heritage Hall - 3C,3,379.2
2026-01-21T08:15:00,Sunset Dorm - 1D,1,363.9
2026-01-21T08:15:00,Village East - 6F,6,457.3
2026-01-21T08:15:00,Apt Solo - Studio,1,217.3
2026-01-21T08:15:00,Parkside - 5E,5,413.3
2026-01-21T08:15:00,Florence Apt - 2B,2,375.6
2026-01-21T08:15:00,McCarthy Way - 4A,4,344.9
2026-01-21T08:15:00,Gateway - 3A,3,385.8
2026-01-21T08:15:00,Bunker Hill - 1A,1,354.9
2026-01-21T08:15:00,Expo House - 2C,2,381.6
2026-01-21T08:20:00,Trojans Hall - 4B,4,343.9
2026-01-21T08:20:00,Cardinal House - 2A,2,352.4
2026-01-21T08:20:00,Heritage Hall - 3C,3,342.7
2026-01-21T08:20:00,Sunset Dorm - 1D,1,332.1
2026-01-21T08:20:00,Village East - 6F,6,428.5
2026-01-21T08:20:00,Apt Solo - Studio,1,213.2
2026-01-21T08:20:00,Parkside - 5E,5,397.0
2026-01-21T08:20:00,Florence Apt - 2B,2,358.9
2026-01-21T08:20:00,McCarthy Way - 4A,4,336.3
2026-01-21T08:20:00,Gateway - 3A,3,385.0
2026-01-21T08:20:00,Bunker Hill - 1A,1,368.1
2026-01-21T08:20:00,Expo House - 2C,2,361.1
2026-01-21T08:25:00,Trojans Hall - 4B,4,346.4
2026-01-21T08:25:00,Cardinal House - 2A,2,355.1
2026-01-21T08:25:00,Heritage Hall - 3C,3,384.6
2026-01-21T08:25:00,Sunset Dorm - 1D,1,355.4
2026-01-21T08:25:00,Village East - 6F,6,450.2
2026-01-21T08:25:00,Apt Solo - Studio,1,259.3
2026-01-21T08:25:00,Parkside - 5E,5,389.9
2026-01-21T08:25:00,Florence Apt - 2B,2,381.2
2026-01-21T08:25:00,McCarthy Way - 4A,4,334.1
2026-01-21T08:25:00,Gateway - 3A,3,372.5
2026-01-21T08:25:00,Bunker Hill - 1A,1,337.3
2026-01-21T08:25:00,Expo House - 2C,2,346.4
2026-01-21T08:30:00,Trojans Hall - 4B,4,335.1
2026-01-21T08:30:00,Cardinal House - 2A,2,382.9
2026-01-21T08:30:00,Heritage Hall - 3C,3,383.6
2026-01-21T08:30:00,Sunset Dorm - 1D,1,377.6
2026-01-21T08:30:00,Village East - 6F,6,449.9
2026-01-21T08:30:00,Apt Solo - Studio,1,210.7
2026-01-21T08:30:00,Parkside - 5E,5,397.2
2026-01-21T08:30:00,Florence Apt - 2B,2,383.9
2026-01-21T08:30:00,McCarthy Way - 4A,4,373.3
2026-01-21T08:30:00,Gateway - 3A,3,330.1
2026-01-21T08:30:00,Bunker Hill - 1A,1,389.3
2026-01-21T08:30:00,Expo House - 2C,2,386.9
2026-01-21T08:35:00,Trojans Hall - 4B,4,365.3
2026-01-21T08:35:00,Cardinal House - 2A,2,331.3
2026-01-21T08:35:00,Heritage Hall - 3C,3,372.8
2026-01-21T08:35:00,Sunset Dorm - 1D,1,367.5
2026-01-21T08:35:00,Village East - 6F,6,420.2
2026-01-21T08:35:00,Apt Solo - Studio,1,230.6
2026-01-21T08:35:00,Parkside - 5E,5,367.1
2026-01-21T08:35:00,Florence Apt - 2B,2,333.7
2026-01-21T08:35:00,McCarthy Way - 4A,4,370.7
2026-01-21T08:35:00,Gateway - 3A,3,375.9
2026-01-21T08:35:00,Bunker Hill - 1A,1,349.5
2026-01-21T08:35:00,Expo House - 2C,2,339.4
2026-01-21T08:40:00,Trojans Hall - 4B,4,346.4
2026-01-21T08:40:00,Cardinal House - 2A,2,343.7
2026-01-21T08:40:00,Heritage Hall - 3C,3,363.4
2026-01-21T08:40:00,Sunset Dorm - 1D,1,346.4
2026-01-21T08:40:00,Village East - 6F,6,474.8
2026-01-21T08:40:00,Apt Solo - Studio,1,204.9
2026-01-21T08:40:00,Parkside - 5E,5,379.8
