ts,home,device,power_w
2026-01-20T00:20:00,Dorm B - Floor 1,idle,231.1
2026-01-20T00:20:00,GreenHouse,idle,193.7
2026-01-20T00:20:00,PeakBusters,hvac,280.5
2026-01-20T00:20:00,SunChasers,idle,237.5
2026-01-20T00:20:00,VoltRiders,idle,232.0
2026-01-20T00:25:00,Alex,idle,176.2
2026-01-20T00:25:00,Dorm A - Floor 3,idle,220.0
2026-01-20T00:25:00,Dorm B - Floor 1,hvac,274.4
2026-01-20T00:25:00,GreenHouse,idle,198.2
2026-01-20T00:25:00,PeakBusters,hvac,268.3
2026-01-20T00:25:00,SunChasers,idle,194.5
2026-01-20T00:25:00,VoltRiders,idle,203.1
2026-01-20T00:30:00,Alex,idle,183.7
2026-01-20T00:30:00,Dorm A - Floor 3,hvac,280.7
2026-01-20T00:30:00,Dorm B - Floor 1,hvac,261.4
2026-01-20T00:30:00,GreenHouse,idle,240.1
2026-01-20T00:30:00,PeakBusters,hvac,265.3
2026-01-20T00:30:00,SunChasers,idle,220.5
2026-01-20T00:30:00,VoltRiders,idle,219.3
2026-01-20T00:35:00,Alex,idle,227.5
2026-01-20T00:35:00,Dorm A - Floor 3,hvac,261.2
2026-01-20T00:35:00,Dorm B - Floor 1,hvac,278.9
2026-01-20T00:35:00,GreenHouse,idle,203.1
2026-01-20T00:35:00,PeakBusters,hvac,262.2
2026-01-20T00:35:00,SunChasers,idle,203.0
2026-01-20T00:35:00,VoltRiders,idle,201.7
2026-01-20T00:40:00,Alex,idle,200.3
2026-01-20T00:40:00,Dorm A - Floor 3,idle,212.8
2026-01-20T00:40:00,Dorm B - Floor 1,idle,220.5
2026-01-20T00:40:00,GreenHouse,idle,195.0
2026-01-20T00:40:00,PeakBusters,idle,204.6
2026-01-20T00:40:00,SunChasers,idle,192.4
2026-01-20T00:40:00,VoltRiders,idle,219.4
2026-01-20T00:45:00,Alex,idle,234.5
2026-01-20T00:45:00,Dorm A - Floor 3,idle,229.0
2026-01-20T00:45:00,Dorm B - Floor 1,idle,211.0
2026-01-20T00:45:00,GreenHouse,idle,224.0
2026-01-20T00:45:00,PeakBusters,idle,241.5
2026-01-20T00:45:00,SunChasers,idle,235.7
2026-01-20T00:45:00,VoltRiders,idle,198.8
2026-01-20T00:50:00,Alex,idle,211.9
2026-01-20T00:50:00,Dorm A - Floor 3,idle,219.3
2026-01-20T00:50:00,Dorm B - Floor 1,idle,216.8
2026-01-20T00:50:00,GreenHouse,idle,191.3
2026-01-20T00:50:00,PeakBusters,hvac,254.5
2026-01-20T00:50:00,SunChasers,idle,248.1
2026-01-20T00:50:00,VoltRiders,idle,239.2
2026-01-20T00:55:00,Alex,idle,186.0
2026-01-20T00:55:00,Dorm A - Floor 3,hvac,284.9
2026-01-20T00:55:00,Dorm B - Floor 1,hvac,255.7
2026-01-20T00:55:00,GreenHouse,idle,178.6
2026-01-20T00:55:00,PeakBusters,idle,207.3
2026-01-20T00:55:00,SunChasers,hvac,255.9
2026-01-20T00:55:00,VoltRiders,idle,198.6
2026-01-20T01:00:00,Alex,idle,225.2
2026-01-20T01:00:00,Dorm A - Floor 3,idle,247.1
2026-01-20T01:00:00,Dorm B - Floor 1,idle,222.7
2026-01-20T01:00:00,GreenHouse,idle,178.2
2026-01-20T01:00:00,PeakBusters,idle,245.5
2026-01-20T01:00:00,SunChasers,hvac,261.5
2026-01-20T01:00:00,VoltRiders,idle,211.7
2026-01-20T01:05:00,Alex,idle,202.9
2026-01-20T01:05:00,Dorm A - Floor 3,idle,243.2
2026-01-20T01:05:00,Dorm B - Floor 1,idle,234.0
2026-01-20T01:05:00,GreenHouse,idle,246.4
2026-01-20T01:05:00,PeakBusters,idle,234.4
2026-01-20T01:05:00,SunChasers,idle,191.3
2026-01-20T01:05:00,VoltRiders,hvac,254.8
2026-01-20T01:10:00,Alex,idle,229.3
2026-01-20T01:10:00,Dorm A - Floor 3,hvac,270.6
2026-01-20T01:10:00,Dorm B - Floor 1,idle,200.4
2026-01-20T01:10:00,GreenHouse,idle,199.4
2026-01-20T01:10:00,PeakBusters,idle,246.1
2026-01-20T01:10:00,SunChasers,idle,244.9
2026-01-20T01:10:00,VoltRiders,hvac,260.8
2026-01-20T01:15:00,Alex,idle,236.0
2026-01-20T01:15:00,Dorm A - Floor 3,hvac,251.6
2026-01-20T01:15:00,Dorm B - Floor 1,idle,221.6
2026-01-20T01:15:00,GreenHouse,idle,218.4
2026-01-20T01:15:00,PeakBusters,hvac,265.4
2026-01-20T01:15:00,SunChasers,hvac,252.5
2026-01-20T01:15:00,VoltRiders,idle,195.3
2026-01-20T01:20:00,Alex,idle,201.4
2026-01-20T01:20:00,Dorm A - Floor 3,idle,239.9
2026-01-20T01:20:00,Dorm B - Floor 1,idle,206.3
2026-01-20T01:20:00,GreenHouse,idle,231.8
2026-01-20T01:20:00,PeakBusters,idle,225.4
2026-01-20T01:20:00,SunChasers,idle,224.9
2026-01-20T01:20:00,VoltRiders,hvac,263.4
2026-01-20T01:25:00,Alex,idle,241.2
2026-01-20T01:25:00,Dorm A - Floor 3,idle,243.8
2026-01-20T01:25:00,Dorm B - Floor 1,hvac,268.7
2026-01-20T01:25:00,GreenHouse,idle,215.7
2026-01-20T01:25:00,PeakBusters,idle,225.3
2026-01-20T01:25:00,SunChasers,idle,218.9
2026-01-20T01:25:00,VoltRiders,idle,207.1
2026-01-20T01:30:00,Alex,idle,213.7
2026-01-20T01:30:00,Dorm A - Floor 3,hvac,252.8
2026-01-20T01:30:00,Dorm B - Floor 1,idle,239.1
2026-01-20T01:30:00,GreenHouse,idle,217.2
2026-01-20T01:30:00,PeakBusters,idle,205.2
2026-01-20T01:30:00,SunChasers,idle,196.1
2026-01-20T01:30:00,VoltRiders,idle,201.1
2026-01-20T01:35:00,Alex,idle,191.3
2026-01-20T01:35:00,Dorm A - Floor 3,idle,222.1
2026-01-20T01:35:00,Dorm B - Floor 1,hvac,257.5
2026-01-20T01:35:00,GreenHouse,idle,241.3
2026-01-20T01:35:00,PeakBusters,hvac,274.3
2026-01-20T01:35:00,SunChasers,idle,200.3
2026-01-20T01:35:00,VoltRiders,idle,233.1
2026-01-20T01:40:00,Alex,idle,212.3
2026-01-20T01:40:00,Dorm A - Floor 3,hvac,271.4
2026-01-20T01:40:00,Dorm B - Floor 1,idle,219.4
2026-01-20T01:40:00,GreenHouse,idle,193.5
2026-01-20T01:40:00,PeakBusters,idle,219.6
2026-01-20T01:40:00,SunChasers,idle,192.8
2026-01-20T01:40:00,VoltRiders,idle,214.3
2026-01-20T01:45:00,Alex,idle,197.2
2026-01-20T01:45:00,Dorm A - Floor 3,idle,212.8
2026-01-20T01:45:00,Dorm B - Floor 1,idle,245.9
2026-01-20T01:45:00,GreenHouse,idle,237.4
2026-01-20T01:45:00,PeakBusters,hvac,274.8
2026-01-20T01:45:00,SunChasers,idle,248.0
2026-01-20T01:45:00,VoltRiders,hvac,254.1
2026-01-20T01:50:00,Alex,idle,212.7
2026-01-20T01:50:00,Dorm A - Floor 3,hvac,264.6
2026-01-20T01:50:00,Dorm B - Floor 1,hvac,280.4
2026-01-20T01:50:00,GreenHouse,idle,232.6
2026-01-20T01:50:00,PeakBusters,idle,197.5
2026-01-20T01:50:00,SunChasers,idle,246.6
2026-01-20T01:50:00,VoltRiders,idle,206.2
2026-01-20T01:55:00,Alex,idle,185.2
2026-01-20T01:55:00,Dorm A - Floor 3,hvac,266.7
2026-01-20T01:55:00,Dorm B - Floor 1,idle,233.4
2026-01-20T01:55:00,GreenHouse,idle,197.9
2026-01-20T01:55:00,PeakBusters,hvac,266.2
2026-01-20T01:55:00,SunChasers,idle,236.7
2026-01-20T01:55:00,VoltRiders,idle,215.4
2026-01-20T02:00:00,Alex,idle,211.3
2026-01-20T02:00:00,Dorm A - Floor 3,idle,240.2
2026-01-20T02:00:00,Dorm B - Floor 1,idle,212.8
2026-01-20T02:00:00,GreenHouse,idle,235.7
2026-01-20T02:00:00,PeakBusters,hvac,255.6
2026-01-20T02:00:00,SunChasers,idle,237.1
2026-01-20T02:00:00,VoltRiders,idle,202.0
2026-01-20T02:05:00,Alex,idle,214.2
2026-01-20T02:05:00,Dorm A - Floor 3,idle,232.5
2026-01-20T02:05:00,Dorm B - Floor 1,idle,226.5
2026-01-20T02:05:00,GreenHouse,idle,205.1
2026-01-20T02:05:00,PeakBusters,hvac,259.1
2026-01-20T02:05:00,SunChasers,idle,216.2
2026-01-20T02:05:00,VoltRiders,idle,235.8
2026-01-20T02:10:00,Alex,idle,225.4
2026-01-20T02:10:00,Dorm A - Floor 3,idle,213.0
2026-01-20T02:10:00,Dorm B - Floor 1,idle,214.3
2026-01-20T02:10:00,GreenHouse,idle,202.8
2026-01-20T02:10:00,PeakBusters,idle,216.8
2026-01-20T02:10:00,SunChasers,idle,223.3
2026-01-20T02:10:00,VoltRiders,idle,239.2
2026-01-20T02:15:00,Alex,idle,220.8
2026-01-20T02:15:00,Dorm A - Floor 3,hvac,251.2
2026-01-20T02:15:00,Dorm B - Floor 1,idle,195.9
2026-01-20T02:15:00,GreenHouse,idle,243.5
2026-01-20T02:15:00,PeakBusters,idle,243.4
2026-01-20T02:15:00,SunChasers,idle,234.6
2026-01-20T02:15:00,VoltRiders,hvac,268.6
2026-01-20T02:20:00,Alex,idle,246.9
2026-01-20T02:20:00,Dorm A - Floor 3,idle,214.9
2026-01-20T02:20:00,Dorm B - Floor 1,idle,234.6
2026-01-20T02:20:00,GreenHouse,idle,241.5
2026-01-20T02:20:00,PeakBusters,hvac,266.2
2026-01-20T02:20:00,SunChasers,idle,199.7
2026-01-20T02:20:00,VoltRiders,idle,198.1
2026-01-20T02:25:00,Alex,idle,211.5
2026-01-20T02:25:00,Dorm A - Floor 3,hvac,267.7
2026-01-20T02:25:00,Dorm B - Floor 1,idle,246.5
2026-01-20T02:25:00,GreenHouse,idle,211.6
2026-01-20T02:25:00,PeakBusters,idle,244.8
2026-01-20T02:25:00,SunChasers,idle,206.8
2026-01-20T02:25:00,VoltRiders,idle,215.8
2026-01-20T02:30:00,Alex,idle,206.2
2026-01-20T02:30:00,Dorm A - Floor 3,idle,245.2
2026-01-20T02:30:00,Dorm B - Floor 1,idle,214.7
2026-01-20T02:30:00,GreenHouse,idle,221.2
2026-01-20T02:30:00,PeakBusters,idle,222.0
2026-01-20T02:30:00,SunChasers,idle,240.8
2026-01-20T02:30:00,VoltRiders,idle,244.9
2026-01-20T02:35:00,Alex,idle,210.1
2026-01-20T02:35:00,Dorm A - Floor 3,hvac,283.0
2026-01-20T02:35:00,Dorm B - Floor 1,hvac,272.2
2026-01-20T02:35:00,GreenHouse,idle,196.5
2026-01-20T02:35:00,PeakBusters,idle,202.4
2026-01-20T02:35:00,SunChasers,idle,219.4
2026-01-20T02:35:00,VoltRiders,idle,246.2
2026-01-20T02:40:00,Alex,idle,184.2
2026-01-20T02:40:00,Dorm A - Floor 3,hvac,268.7
2026-01-20T02:40:00,Dorm B - Floor 1,idle,204.7
2026-01-20T02:40:00,GreenHouse,idle,199.7
2026-01-20T02:40:00,PeakBusters,hvac,253.5
2026-01-20T02:40:00,SunChasers,idle,249.0
2026-01-20T02:40:00,VoltRiders,idle,237.0
2026-01-20T02:45:00,Alex,idle,186.8
2026-01-20T02:45:00,Dorm A - Floor 3,idle,232.2
2026-01-20T02:45:00,Dorm B - Floor 1,idle,241.3
2026-01-20T02:45:00,GreenHouse,idle,215.3
2026-01-20T02:45:00,PeakBusters,idle,215.2
2026-01-20T02:45:00,SunChasers,idle,197.4
2026-01-20T02:45:00,VoltRiders,idle,241.1
2026-01-20T02:50:00,Alex,idle,221.8
2026-01-20T02:50:00,Dorm A - Floor 3,idle,218.0
2026-01-20T02:50:00,Dorm B - Floor 1,hvac,273.2
2026-01-20T02:50:00,GreenHouse,idle,193.7
2026-01-20T02:50:00,PeakBusters,idle,203.5
2026-01-20T02:50:00,SunChasers,idle,227.6
2026-01-20T02:50:00,VoltRiders,idle,209.6
2026-01-20T02:55:00,Alex,idle,241.6
2026-01-20T02:55:00,Dorm A - Floor 3,hvac,251.3
2026-01-20T02:55:00,Dorm B - Floor 1,idle,197.5
2026-01-20T02:55:00,GreenHouse,idle,171.5
2026-01-20T02:55:00,PeakBusters,idle,223.5
2026-01-20T02:55:00,SunChasers,idle,190.8
2026-01-20T02:55:00,VoltRiders,hvac,258.1
2026-01-20T03:00:00,Alex,idle,188.0
2026-01-20T03:00:00,Dorm A - Floor 3,idle,214.7
2026-01-20T03:00:00,Dorm B - Floor 1,idle,214.1
2026-01-20T03:00:00,GreenHouse,idle,190.8
2026-01-20T03:00:00,PeakBusters,hvac,283.1
2026-01-20T03:00:00,SunChasers,idle,216.9
2026-01-20T03:00:00,VoltRiders,hvac,253.2
2026-01-20T03:05:00,Alex,idle,188.0
2026-01-20T03:05:00,Dorm A - Floor 3,hvac,258.1
2026-01-20T03:05:00,Dorm B - Floor 1,idle,232.5
2026-01-20T03:05:00,GreenHouse,idle,190.2
2026-01-20T03:05:00,PeakBusters,idle,225.4
2026-01-20T03:05:00,SunChasers,hvac,252.9
2026-01-20T03:05:00,VoltRiders,idle,229.0
2026-01-20T03:10:00,Alex,idle,204.7
2026-01-20T03:10:00,Dorm A - Floor 3,hvac,270.7
2026-01-20T03:10:00,Dorm B - Floor 1,idle,210.3
2026-01-20T03:10:00,GreenHouse,idle,174.0
2026-01-20T03:10:00,PeakBusters,hvac,252.7
2026-01-20T03:10:00,SunChasers,hvac,257.4
2026-01-20T03:10:00,VoltRiders,idle,208.0
2026-01-20T03:15:00,Alex,idle,216.1
2026-01-20T03:15:00,Dorm A - Floor 3,idle,222.7
2026-01-20T03:15:00,Dorm B - Floor 1,idle,227.5
2026-01-20T03:15:00,GreenHouse,idle,235.3
2026-01-20T03:15:00,PeakBusters,idle,192.9
2026-01-20T03:15:00,SunChasers,idle,205.0
2026-01-20T03:15:00,VoltRiders,idle,210.5
2026-01-20T03:20:00,Alex,idle,216.2
2026-01-20T03:20:00,Dorm A - Floor 3,idle,243.6
2026-01-20T03:20:00,Dorm B - Floor 1,idle,210.6
2026-01-20T03:20:00,GreenHouse,idle,205.9
2026-01-20T03:20:00,PeakBusters,idle,230.5
2026-01-20T03:20:00,SunChasers,idle,241.4
2026-01-20T03:20:00,VoltRiders,hvac,254.0
2026-01-20T03:25:00,Alex,idle,183.0
2026-01-20T03:25:00,Dorm A - Floor 3,idle,224.5
2026-01-20T03:25:00,Dorm B - Floor 1,hvac,267.9
2026-01-20T03:25:00,GreenHouse,idle,194.3
2026-01-20T03:25:00,PeakBusters,hvac,257.3
2026-01-20T03:25:00,SunChasers,idle,233.9
2026-01-20T03:25:00,VoltRiders,idle,207.3
2026-01-20T03:30:00,Alex,idle,208.5
2026-01-20T03:30:00,Dorm A - Floor 3,idle,242.7
2026-01-20T03:30:00,Dorm B - Floor 1,idle,210.7
2026-01-20T03:30:00,GreenHouse,idle,189.4
2026-01-20T03:30:00,PeakBusters,idle,236.6
2026-01-20T03:30:00,SunChasers,idle,226.2
2026-01-20T03:30:00,VoltRiders,idle,227.5
2026-01-20T03:35:00,Alex,idle,184.1
2026-01-20T03:35:00,Dorm A - Floor 3,hvac,276.2
2026-01-20T03:35:00,Dorm B - Floor 1,idle,228.8
2026-01-20T03:35:00,GreenHouse,idle,241.0
2026-01-20T03:35:00,PeakBusters,idle,248.0
2026-01-20T03:35:00,SunChasers,hvac,256.0
2026-01-20T03:35:00,VoltRiders,idle,218.4
2026-01-20T03:40:00,Alex,idle,197.2
2026-01-20T03:40:00,Dorm A - Floor 3,idle,235.1
2026-01-20T03:40:00,Dorm B - Floor 1,idle,247.2
2026-01-20T03:40:00,GreenHouse,idle,195.1
2026-01-20T03:40:00,PeakBusters,idle,236.9
2026-01-20T03:40:00,SunChasers,hvac,259.4
2026-01-20T03:40:00,VoltRiders,idle,190.5
2026-01-20T03:45:00,Alex,idle,212.6
2026-01-20T03:45:00,Dorm A - Floor 3,idle,207.1
2026-01-20T03:45:00,Dorm B - Floor 1,hvac,272.6
2026-01-20T03:45:00,GreenHouse,idle,224.3
2026-01-20T03:45:00,PeakBusters,idle,245.5
2026-01-20T03:45:00,SunChasers,idle,227.6
2026-01-20T03:45:00,VoltRiders,idle,243.5
2026-01-20T03:50:00,Alex,idle,217.2
2026-01-20T03:50:00,Dorm A - Floor 3,idle,211.8
2026-01-20T03:50:00,Dorm B - Floor 1,hvac,283.1
2026-01-20T03:50:00,GreenHouse,idle,212.2
2026-01-20T03:50:00,PeakBusters,idle,214.5
2026-01-20T03:50:00,SunChasers,idle,204.6
2026-01-20T03:50:00,VoltRiders,idle,192.7
2026-01-20T03:55:00,Alex,idle,214.7
2026-01-20T03:55:00,Dorm A - Floor 3,hvac,284.8
2026-01-20T03:55:00,Dorm B - Floor 1,idle,222.1
2026-01-20T03:55:00,GreenHouse,idle,217.5
2026-01-20T03:55:00,PeakBusters,hvac,273.2
2026-01-20T03:55:00,SunChasers,idle,204.3
2026-01-20T03:55:00,VoltRiders,idle,232.9
2026-01-20T04:00:00,Alex,idle,223.1
2026-01-20T04:00:00,Dorm A - Floor 3,idle,229.5
2026-01-20T04:00:00,Dorm B - Floor 1,hvac,267.7
2026-01-20T04:00:00,GreenHouse,idle,183.1
2026-01-20T04:00:00,PeakBusters,idle,246.0
2026-01-20T04:00:00,SunChasers,idle,211.6
2026-01-20T04:00:00,VoltRiders,idle,247.4
2026-01-20T04:05:00,Alex,idle,216.7
2026-01-20T04:05:00,Dorm A - Floor 3,idle,243.4
2026-01-20T04:05:00,Dorm B - Floor 1,hvac,264.4
2026-01-20T04:05:00,GreenHouse,idle,214.9
2026-01-20T04:05:00,PeakBusters,hvac,263.4
2026-01-20T04:05:00,SunChasers,idle,192.9
2026-01-20T04:05:00,VoltRiders,idle,189.6
2026-01-20T04:10:00,Alex,idle,201.3
2026-01-20T04:10:00,Dorm A - Floor 3,idle,221.6
2026-01-20T04:10:00,Dorm B - Floor 1,idle,210.3
2026-01-20T04:10:00,GreenHouse,idle,195.6
2026-01-20T04:10:00,PeakBusters,hvac,267.7
2026-01-20T04:10:00,SunChasers,idle,201.1
2026-01-20T04:10:00,VoltRiders,idle,209.8
2026-01-20T04:15:00,Alex,idle,181.9
2026-01-20T04:15:00,Dorm A - Floor 3,hvac,258.3
2026-01-20T04:15:00,Dorm B - Floor 1,idle,222.8
2026-01-20T04:15:00,GreenHouse,idle,198.4
2026-01-20T04:15:00,PeakBusters,idle,205.7
2026-01-20T04:15:00,SunChasers,idle,196.6
2026-01-20T04:15:00,VoltRiders,idle,240.9
2026-01-20T04:20:00,Alex,idle,242.8
2026-01-20T04:20:00,Dorm A - Floor 3,idle,199.8
2026-01-20T04:20:00,Dorm B - Floor 1,idle,218.6
2026-01-20T04:20:00,GreenHouse,idle,243.0
2026-01-20T04:20:00,PeakBusters,hvac,255.4
2026-01-20T04:20:00,SunChasers,hvac,253.8
2026-01-20T04:20:00,VoltRiders,hvac,250.0
2026-01-20T04:25:00,Alex,idle,211.9
2026-01-20T04:25:00,Dorm A - Floor 3,hvac,277.6
2026-01-20T04:25:00,Dorm B - Floor 1,idle,241.9
2026-01-20T04:25:00,GreenHouse,idle,219.3
2026-01-20T04:25:00,PeakBusters,hvac,277.4
2026-01-20T04:25:00,SunChasers,idle,202.5
2026-01-20T04:25:00,VoltRiders,idle,192.9
2026-01-20T04:30:00,Alex,idle,228.1
2026-01-20T04:30:00,Dorm A - Floor 3,idle,214.4
2026-01-20T04:30:00,Dorm B - Floor 1,idle,241.6
2026-01-20T04:30:00,GreenHouse,idle,210.2
2026-01-20T04:30:00,PeakBusters,idle,244.7
2026-01-20T04:30:00,SunChasers,idle,198.1
2026-01-20T04:30:00,VoltRiders,idle,217.3
2026-01-20T04:35:00,Alex,idle,228.0
2026-01-20T04:35:00,Dorm A - Floor 3,idle,248.7
2026-01-20T04:35:00,Dorm B - Floor 1,hvac,272.0
2026-01-20T04:35:00,GreenHouse,idle,177.3
2026-01-20T04:35:00,PeakBusters,hvac,251.7
2026-01-20T04:35:00,SunChasers,idle,243.0
2026-01-20T04:35:00,VoltRiders,idle,220.3
2026-01-20T04:40:00,Alex,idle,203.3
2026-01-20T04:40:00,Dorm A - Floor 3,idle,246.2
2026-01-20T04:40:00,Dorm B - Floor 1,idle,205.2
2026-01-20T04:40:00,GreenHouse,idle,199.1
2026-01-20T04:40:00,PeakBusters,hvac,264.0
2026-01-20T04:40:00,SunChasers,idle,208.6
2026-01-20T04:40:00,VoltRiders,idle,218.5
2026-01-20T04:45:00,Alex,idle,207.2
2026-01-20T04:45:00,Dorm A - Floor 3,hvac,258.4
2026-01-20T04:45:00,Dorm B - Floor 1,idle,228.3
2026-01-20T04:45:00,GreenHouse,idle,194.0
2026-01-20T04:45:00,PeakBusters,hvac,268.0
2026-01-20T04:45:00,SunChasers,idle,220.2
2026-01-20T04:45:00,VoltRiders,idle,195.9
2026-01-20T04:50:00,Alex,idle,216.8
2026-01-20T04:50:00,Dorm A - Floor 3,idle,224.0
2026-01-20T04:50:00,Dorm B - Floor 1,hvac,258.9
2026-01-20T04:50:00,GreenHouse,idle,187.9
2026-01-20T04:50:00,PeakBusters,hvac,274.6
2026-01-20T04:50:00,SunChasers,hvac,263.0
2026-01-20T04:50:00,VoltRiders,idle,241.8
2026-01-20T04:55:00,Alex,idle,182.8
2026-01-20T04:55:00,Dorm A - Floor 3,idle,205.9
2026-01-20T04:55:00,Dorm B - Floor 1,idle,203.1
2026-01-20T04:55:00,GreenHouse,idle,179.4
2026-01-20T04:55:00,PeakBusters,idle,208.3
2026-01-20T04:55:00,SunChasers,idle,220.5
2026-01-20T04:55:00,VoltRiders,idle,245.8
2026-01-20T05:00:00,Alex,idle,217.1
2026-01-20T05:00:00,Dorm A - Floor 3,hvac,261.9
2026-01-20T05:00:00,Dorm B - Floor 1,idle,214.0
2026-01-20T05:00:00,GreenHouse,idle,223.9
2026-01-20T05:00:00,PeakBusters,idle,218.8
2026-01-20T05:00:00,SunChasers,idle,230.0
2026-01-20T05:00:00,VoltRiders,idle,207.6
2026-01-20T05:05:00,Alex,idle,205.2
2026-01-20T05:05:00,Dorm A - Floor 3,idle,223.7
2026-01-20T05:05:00,Dorm B - Floor 1,hvac,252.6
2026-01-20T05:05:00,GreenHouse,idle,214.3
2026-01-20T05:05:00,PeakBusters,idle,207.5
2026-01-20T05:05:00,SunChasers,idle,232.4
2026-01-20T05:05:00,VoltRiders,idle,234.2
2026-01-20T05:10:00,Alex,idle,194.0
2026-01-20T05:10:00,Dorm A - Floor 3,idle,239.5
2026-01-20T05:10:00,Dorm B - Floor 1,idle,247.6
2026-01-20T05:10:00,GreenHouse,idle,186.2
2026-01-20T05:10:00,PeakBusters,idle,234.7
2026-01-20T05:10:00,SunChasers,idle,243.2
2026-01-20T05:10:00,VoltRiders,idle,193.4
2026-01-20T05:15:00,Alex,idle,218.4
2026-01-20T05:15:00,Dorm A - Floor 3,idle,213.9
2026-01-20T05:15:00,Dorm B - Floor 1,idle,242.2
2026-01-20T05:15:00,GreenHouse,idle,196.0
2026-01-20T05:15:00,PeakBusters,hvac,257.3
2026-01-20T05:15:00,SunChasers,hvac,262.3
2026-01-20T05:15:00,VoltRiders,idle,239.1
2026-01-20T05:20:00,Alex,idle,192.3
2026-01-20T05:20:00,Dorm A - Floor 3,hvac,262.3
2026-01-20T05:20:00,Dorm B - Floor 1,idle,224.2
2026-01-20T05:20:00,GreenHouse,idle,219.1
2026-01-20T05:20:00,PeakBusters,idle,248.2
2026-01-20T05:20:00,SunChasers,idle,218.8
2026-01-20T05:20:00,VoltRiders,idle,245.3
2026-01-20T05:25:00,Alex,idle,207.7
2026-01-20T05:25:00,Dorm A - Floor 3,idle,214.6
2026-01-20T05:25:00,Dorm B - Floor 1,idle,230.4
2026-01-20T05:25:00,GreenHouse,idle,194.4
2026-01-20T05:25:00,PeakBusters,idle,225.8
2026-01-20T05:25:00,SunChasers,hvac,251.2
2026-01-20T05:25:00,VoltRiders,idle,229.0
2026-01-20T05:30:00,Alex,idle,231.9
2026-01-20T05:30:00,Dorm A - Floor 3,idle,238.4
2026-01-20T05:30:00,Dorm B - Floor 1,idle,198.3
2026-01-20T05:30:00,GreenHouse,idle,185.3
2026-01-20T05:30:00,PeakBusters,hvac,255.8
2026-01-20T05:30:00,SunChasers,idle,224.8
2026-01-20T05:30:00,VoltRiders,idle,210.9
2026-01-20T05:35:00,Alex,idle,196.7
2026-01-20T05:35:00,Dorm A - Floor 3,hvac,253.8
2026-01-20T05:35:00,Dorm B - Floor 1,idle,220.9
2026-01-20T05:35:00,GreenHouse,idle,203.8
2026-01-20T05:35:00,PeakBusters,idle,226.8
2026-01-20T05:35:00,SunChasers,idle,195.4
2026-01-20T05:35:00,VoltRiders,idle,205.8
2026-01-20T05:40:00,Alex,idle,224.5
2026-01-20T05:40:00,Dorm A - Floor 3,idle,224.2
2026-01-20T05:40:00,Dorm B - Floor 1,idle,200.5
2026-01-20T05:40:00,GreenHouse,idle,202.4
2026-01-20T05:40:00,PeakBusters,idle,238.3
2026-01-20T05:40:00,SunChasers,hvac,250.6
2026-01-20T05:40:00,VoltRiders,idle,211.9
2026-01-20T05:45:00,Alex,idle,221.4
2026-01-20T05:45:00,Dorm A - Floor 3,idle,227.8
2026-01-20T05:45:00,Dorm B - Floor 1,idle,236.9
2026-01-20T05:45:00,GreenHouse,idle,181.1
2026-01-20T05:45:00,PeakBusters,idle,234.5
2026-01-20T05:45:00,SunChasers,idle,241.9
2026-01-20T05:45:00,VoltRiders,idle,201.7
2026-01-20T05:50:00,Alex,idle,204.1
2026-01-20T05:50:00,Dorm A - Floor 3,idle,217.2
2026-01-20T05:50:00,Dorm B - Floor 1,idle,249.4
2026-01-20T05:50:00,GreenHouse,idle,229.5
2026-01-20T05:50:00,PeakBusters,idle,225.4
2026-01-20T05:50:00,SunChasers,idle,227.4
2026-01-20T05:50:00,VoltRiders,idle,224.8
2026-01-20T05:55:00,Alex,idle,186.4
2026-01-20T05:55:00,Dorm A - Floor 3,hvac,256.7
2026-01-20T05:55:00,Dorm B - Floor 1,idle,205.4
2026-01-20T05:55:00,GreenHouse,idle,212.3
2026-01-20T05:55:00,PeakBusters,hvac,269.3
2026-01-20T05:55:00,SunChasers,idle,237.9
2026-01-20T05:55:00,VoltRiders,hvac,263.0
2026-01-20T06:00:00,Alex,idle,211.9
2026-01-20T06:00:00,Dorm A - Floor 3,hvac,257.4
2026-01-20T06:00:00,Dorm B - Floor 1,hvac,263.2
2026-01-20T06:00:00,GreenHouse,idle,206.6
2026-01-20T06:00:00,PeakBusters,hvac,271.3
2026-01-20T06:00:00,SunChasers,idle,221.9
2026-01-20T06:00:00,VoltRiders,idle,237.7
2026-01-20T06:05:00,Alex,idle,227.0
2026-01-20T06:05:00,Dorm A - Floor 3,idle,205.4
2026-01-20T06:05:00,Dorm B - Floor 1,idle,248.5
2026-01-20T06:05:00,GreenHouse,idle,210.2
2026-01-20T06:05:00,PeakBusters,hvac,280.1
2026-01-20T06:05:00,SunChasers,idle,223.9
2026-01-20T06:05:00,VoltRiders,idle,195.9
2026-01-20T06:10:00,Alex,idle,179.7
2026-01-20T06:10:00,Dorm A - Floor 3,hvac,254.3
2026-01-20T06:10:00,Dorm B - Floor 1,hvac,265.6
2026-01-20T06:10:00,GreenHouse,idle,194.3
2026-01-20T06:10:00,PeakBusters,idle,223.1
2026-01-20T06:10:00,SunChasers,idle,246.0
2026-01-20T06:10:00,VoltRiders,idle,215.9
2026-01-20T06:15:00,Alex,idle,247.7
2026-01-20T06:15:00,Dorm A - Floor 3,hvac,267.6
2026-01-20T06:15:00,Dorm B - Floor 1,hvac,267.7
